id,codice_archivio,tipologia,titolo,sottotitolo,prima_responsabilita,altre_responsabilita,luogo,edizione,ente,serie,anno,descrizione,cdd,soggetto,note
1239,CON.BRU.TOR.2012.01,PUBBLICAZIONE_DI_CONTRADA,Cento anni di alleanza,1912-2012,"Nobil Contrada del Bruco , Contrada della Torre",,Siena,"Nobil Contrada del Bruco , Contrada della Torre",,,2012,24 p. : ill. ; 24 cm,394.26945581,Contrada del Bruco - Contrada della Torre - Storia,
1234,CON.BRU.1992.01,PUBBLICAZIONE_DI_CONTRADA,1. Mostra - concorso di arredo plastico,un’opera da inserire nel territorio della contrada,,,Siena,Tipografia Senese,,,1992,44 p. : ill. ; 24 cm,730.92,Contrada del Bruco - Esposizioni,La pubblicazione è stta edita dalla Nobile Contrada del Bruco in occasione del rinnovo dei loc ali della Società. Il 24 giugno 1995.
1244,CON.BRU.2003.02,PUBBLICAZIONE_DI_CONTRADA,Forme in Contrada,1° biennale di scultura,Nobil Contrada del Bruco,,Siena,Nobil Contrada del Bruco,,,2003,48 p. : ill. ; 24 cm,730.92,Contrada del Bruco - Esposizioni,
688,CON.BRU.1992.01,PUBBLICAZIONE_DI_CONTRADA,I° Mostra-Concorso di arredo plastico,Un'opera da inserire nel territorio della Contrada,Nobil Contrada del Bruco,,Siena,Tipografia Senese,,,1992,44 p. : ill. ; 24 cm,730.92,Contrada del Bruco - Esposizioni - Arte - Concorsi,Catalogo della Mostra
490,CON.BRU.1980.01,PUBBLICAZIONE_DI_CONTRADA,Il Bruco canta numero uno,,Nobil Contrada del Bruco,,Siena,,,,1980,20 p.; 22 cm,784.1,Contrada del Bruco - Inni - Canzoni,"Il libro contine i seguenti testi: ""I borghi di San Donato e di San Pietro a Ovile, secoli 11.-13. / di Paolo Nardi ; Storia della nobil contrada del Bruco dal secolo 13. al secolo 19. / di Serena Burgalassi"
1192,CON.BRU.2007.01,PUBBLICAZIONE_DI_CONTRADA,Nobile Contrada del Bruco,il museo e la sede storica,Letizia Galli [a cura di],,,Betti Editrice,,,2007,201 p. : ill. ; 23x23 cm,708.5581,Contrada del Bruco - Museo,
1228,CON.BRU.1979.01,PUBBLICAZIONE_DI_CONTRADA,Statuti,,Nobile Contrada del Bruco,,Siena,Nobile Contrada del Bruco,,,1979,22 p. ; 17 cm,394.26945581,Contrada del Bruco - Statuti,
1143,CON.BRU.1999.01,PUBBLICAZIONE_DI_CONTRADA,Costituzioni e Statuti,,Nobil Contrada del Bruco,,Siena,Nobil Contrada del Bruco,,,1999,60 p. ; 21 cm,394.26945581,Contrada del Bruco - Statuti,
1178,CON.BRU.1998.01,PUBBLICAZIONE_DI_CONTRADA,La Nobil Contrada del Bruco dagli antichi libri delle memorie e deliberazioni,,Nobil Contrada del Bruco,Germano Trapassi [a cura di],Siena,Nobil Contrada del Bruco,,,1998,167 p. : ill. ; 24 cm,394.26945581,Contrada del Bruco - Storia - Archivio,Supplemento al Barbicone n. 2 del dicembre 1999
56,CON.BRU.2014.02,PUBBLICAZIONE_DI_CONTRADA,"I ""Tabernacoli"" presenti nel territorio del Bruco",Segno della tradizione Mariana popolare Senese,Nobil Contrada del Bruco,Basili Antonio,Siena,Tipografia Il Torchio s.r.l.,,,2011,"1 v., 24 cm",726.94820945581,Contrada del Bruco - Tabernacoli,Catalogo della Mostra tenuta nel Museo della Nobil Contrada del Bruco dal 08 al 18 luglio 2014
704,CON.DRA.1997.01,PUBBLICAZIONE_DI_CONTRADA,Capitoli,,Contrada del Drago,,Siena,Contrada del Drago,,,1997,51 p. ; 23 cm,394.26945581,Contrada del Drago  - Statuti,
1180,CON.DRA.2011.01,PUBBLICAZIONE_DI_CONTRADA,"Girolamo Spannocchi Capitano Patriota e le Monture ""alla Piemontese""",,Walter Benocci,Giuliano Catoni [prefazione di],Siena,Contrada del Drago,,Quaderni de I Malavolti ; 0006,2011,79 p. : ill. ; 23 cm,394.26945581,Contrada del Drago - Costumi,
1224,CON.DRA.2012.02,PUBBLICAZIONE_DI_CONTRADA,L’ombra e l’anima,omaggio a Maria Grazia Daghini,Laura Bonelli [presentazione di] ; Giovanni Pala [prefazione di]; Serena Pacchiani [saggio critico di] ; Carlo Pizzichini [testimonianza di ] ; Mario Pagni [racconto di],,Siena,Contrada del Drago,,Quaderni de I Malavolti ; 0008,2012,79 p. : ill. ; 23 cm,759.5,Contrada del Drago - Daghini Maria Grazia - Esposizioni,
1190,CON.DRA.1988.01,PUBBLICAZIONE_DI_CONTRADA,L'oratorio di S. Caterina nella Contrada del Drago,La storia e l'arte,Contrada del Drago,"fabio Bisgoni, Lucia Bonelli Conenna [a cura di]",,Contrada del Drago,,,1988,179 p. : ill. ; 24 cm,726.50945581,Contrada del Drago - Oratorio di S. Caterina,
1782,CON.DRA.1970.01,PUBBLICAZIONE_DI_CONTRADA,Capitoli della Contrada del Drago,,Contrada del Drago,,Siena,Tipografia Senese,,,1970,32 p. ; 24 cm,394.26945581,Contrada del Drago - Statuti,Mostra organizzata nella sala delle Vittorie nell'ambito delle manifestazioni dell'Estate Senese 1979
1270,CON.DRA.1983.01,PUBBLICAZIONE_DI_CONTRADA,Capitoli,,Contrada del Drago,,Siena,Contrada del Drago,,,1983,47 p. ; 23 cm,394.26945581,Contrada del Drago - Statuti,
1291,CON.DRA.1985.01,PUBBLICAZIONE_DI_CONTRADA,Statauto regolamento,,Società di Camporegio della Contrada del Drago,,Siena,Contrada del Drago,,,1985,24 p. ; 23 cm,394.26945581,Contrada del Drago - Statuti,"Siena - 1985, maggio, 25 - Esposizioni. Mostra organizzata in collaboorazione con il Centro Culturale del Chiostro di S. Domenico."
692,CON.DRA.1985.02,PUBBLICAZIONE_DI_CONTRADA,Società di Camporegio della Contrada del Drago,Statuto Regolamento,Contrada del Drago,,Siena,Edizione in proprio,,,1985,24 p. ; 23 cm,709.45581,Contrada del Drago - Statuti  - Regolamenti,
1193,CON.DRA.2012.01,PUBBLICAZIONE_DI_CONTRADA,Ragazzi di Palla a Corda,"uno spaccato di vita del vicolo tra la metà degli anni ’50 e gli anni ’60 attraverso la ricostruzione di ambienti, persone e aneddoti",Roberto Brogi,,Siena,Contrada del Drago,,Quaderni de I Malavolti ; 0007,2012,47 p. : ill. ; 23 cm,945.581,Contrada del Drago - Storia,
1779,CON.DRA.1924.01,PUBBLICAZIONE_DI_CONTRADA,Statuto e Regolamento della Società di M.S. Campo Regio fra i componenti la Contrada del Drago,,Contrada del Drago,,Siena,Tipografia Combattenti,,,1924,24 cm ; 15 p.,394.26945581,Contrada del Drago- Statuti,
1201,CON.LEO.1998.01,PUBBLICAZIONE_DI_CONTRADA,Inventario dell’archivio storico della Contrada del Leocorno,,"Massimo Bianchi, Elisabetta Bassi  [a cura di]",,Siena,Contrada del Leocorno,,Quaderni de Le fonti di Follonica ; 0003,1998,62 p. : ill. ; 23 cm,016.39426945581,Contrada del Leocorno - Archivio - Inventari,Pubblicazione a tiratura limitata fuori commercio: duecentocinquanta esemplari numerati da 1 a 250. Copia n. 180.
129,CON.LEO.2011.01,PUBBLICAZIONE_DI_CONTRADA,Aggiornamento inventario dell'Archivio Storico della Contrada del Leocorno,,Contrada del Leocorno,,Siena,,,,2011,47 p.; 23 cm,016.39426945581,Contrada del Leocorno - Archivio - Inventari,
1256,CON.LEO.2006.01,PUBBLICAZIONE_DI_CONTRADA,Il restauro dell'organo,,Contrada del Leocorno,,Siena,Contrada del Leocorno,,,2006,43 p. : ill. ; 21x22 cm,709.45581,Contrada del Leocorno - Opere d’arte restaurate,Pubblicazione realizzata per la ricorrenza dei 40 anni dell'inaugurazione della sede di Contrada e della Società Il Cavallino
691,CON.LEO.2005.01,PUBBLICAZIONE_DI_CONTRADA,I restauri,,Contrada del Leocorno,,Siena,Tipografia Senese,Banca Monte dei Paschi di Siena,,2005,46 p. : ill. ; 21 cm,709.45581,Contrada del Leocorno - Restauri,
1108,CON.NIC.1933.01,PUBBLICAZIONE_DI_CONTRADA,Aneddoti interessanti la Contrada e relativi ad alcune delle principali Corse del Palio,,Nobil Contrada del Nicchio,,Siena,,,,1933,40 p. ; 17 cm,394.26945581,Contrada del Nicchio - Aneddoti - Palio,Numero Unico straodinario edito a cura della Società del Nicchio in occasione dei festeggiamenti per il suo primo decennio di vita. Esemplare numero 92. Firma autografa del responsabile Alberto Coradeschi.
1188,CON.NIC.1981.01,PUBBLICAZIONE_DI_CONTRADA,Inventario dell'Archivio Storico della Contrada,,Nobile Contrada del Nicchio,Duccio Balestracci [a cura di],Siena,Al.Sa.Ba. Grafiche,,,1981,58 p. ; 23 cm,016.39426945581,Contrada del Nicchio - Archivio - Inventari,
569,CON.NIC.1993.01,PUBBLICAZIONE_DI_CONTRADA,Capitolato,Capitolato della Nobile Contrada del Nicchio,Nobile Contrada del Nicchio,,Siena,,,,1993,26 p. ; 21 cm,,Contrada del Nicchio - Capitolato,
1219,CON.NIC.2013.01,PUBBLICAZIONE_DI_CONTRADA,Ceramica d'uso abuso e riuso,mostra collettiva di ceramica contemporanea,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio - Arte dei Vasai,,,2013,1 v. . Ill. ; 21 cm,738.074,Contrada del Nicchio - Ceramiche - Esposizioni,
1220,CON.NIC.2013.02,PUBBLICAZIONE_DI_CONTRADA,Antonia Campi,,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio,,,2013,1 v. : ill. ; 21 cm,738.074,Contrada del Nicchio - Ceramiche - Esposizioni,
1221,CON.NIC.2013.03,PUBBLICAZIONE_DI_CONTRADA,Carlo Pizzichini,"""arde in cor"" maiolica nella sala del focolare",Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio,,,2013,1 v. : ill. ; 21 cm,738.074,Contrada del Nicchio - Ceramiche - Esposizioni,Pubblicazione edita in occasione dei 50 anni della fiera gastronomica della Società La Pania
1267,CON.NIC.2014.03,PUBBLICAZIONE_DI_CONTRADA,Adriano Leverone,forma come autobiografia,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio,,,2014,1 v. : ill. ; 21 cm,738.074,Contrada del Nicchio - Ceramiche - Esposizioni,Pubblicazione edita in occasione della rassegna d'arte di ceramica contemporanea
1206,CON.NIC.2014.04,PUBBLICAZIONE_DI_CONTRADA,Epifania del Sacro,artisti d'oriente e d'occidente,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio - Arte dei Vasai,,,2014,1 v. : ill. 21 cm ;,738.074,Contrada del Nicchio - Ceramiche - Esposizioni,
1259,CON.NIC.2015.01,PUBBLICAZIONE_DI_CONTRADA,Omaggio a Carlo Zauli,,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio,,,2015,1 v. . Ill. ; 21 cm,738.074,Contrada del Nicchio - Ceramiche - Esposizioni,
1199,2012.09,LIBRO,Ceramiche della donazione Bagnacci,,"Giovanni Maccherini, Alessandra Pepi",,Siena,Nuova Immagine,,738.07405581,2012,71 p. : ill. ; 24 cm,738.07405581,Contrada del Nicchio - Collezione Bagnacci - Ceramiche,"Fa parte della serie ""Protagonisti e Momenti"". Con il patrocinio della Fondazione MPS di Siena."
1214,CON.NIC.2013.01,PUBBLICAZIONE_DI_CONTRADA,Masgalano 2013,,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio,,,2013,55 p. : ill. ; 26 cm,394.26945581,Contrada del Nicchio - Masgalano,
622,CON.NIC.1997.01,PUBBLICAZIONE_DI_CONTRADA,Il museo e l’oratorio della Nobile Contrada del Nicchio,,Ciampolini Marco [a cura di],,Siena,Edizioni Alsaba,,,1997,423 p. : ill. ; 33 cm,747.8650945581,Contrada del Nicchio - Museo - Oratorio di san Gaetano da Thiene,
695,CON.NIC.1957.01,PUBBLICAZIONE_DI_CONTRADA,Noi della Società del Nicchio,,Coradeschi Alberto,Nobil Contrada del Nicchio,Siena,Tipografia L'ancora,,,1957,20 p. : ill. ; 34 cm,,Contrada del Nicchio - Numero Unico,
1854,CON.NIC.2018.01,PUBBLICAZIONE_DI_CONTRADA,Bufalate e palii,le vittorie del Nicchio nel Seicento ,Roberto Cresti,,Siena,Nobile contrada del Nicchio,,,2018,72 p. : ill. ; 21x21 cm,394.26945581,Contrada del Nicchio - Palio - Storia,
1263,CON.NIC.2003.01,PUBBLICAZIONE_DI_CONTRADA,Trecento anni dopo,il restauro dell'oratorio di San Gaetano,Nobile Contrada del Nicchio,,Siena,Nobile Contrada del Nicchio,,,2003,94 p. : ill. ; 22x22 cm,720.9455,Contrada del Nicchio - Restauro - Oratorio di San Gaetano,Omaggio ai Benemeriti Protettori in occasione della Festa di S. Gaetano Thiene - 13 agosto 1933
57,CON.NIC.2014.01,PUBBLICAZIONE_DI_CONTRADA,1958-2014 50 edizioni di fiera gastronomica,,Nobile Contrada del Nicchio,,Siena,Industrie Grafice Pistolesi,,,2014,"1 v., 22 cm",,Contrada del Nicchio - Società La Pania,
1159,CON.IST.1975.01,PUBBLICAZIONE_DI_CONTRADA,Costituzioni,Regolamento,Contrada dell' Istrice,,Siena,Contrada dell' Istrice,,,1975,37 p. ; 24 cm,394.26945581,Contrada dell' Istrice - Costituzioni - Regolamenti,
1128,CON.AQU.2000.01,PUBBLICAZIONE_DI_CONTRADA,I nuovi costumi della Nobile contrada dell’Aquila,Settembreduemila,Nobile Contrada dell'Aquila,,Siena,Terre de Sienne Editrice,,,2000,18 p. : ill. ;2 x 242 cm,394.26945581,Contrada dell’Aquila - Costumi,
1095,CON.AQU.1999.01,PUBBLICAZIONE_DI_CONTRADA,Testimonianze del secondo millennio,Storia - Arte - Architettura,Nobile Contrada dell’Aquila,"[a cura di Mino Capperucci, Paolo Torriti e Gabriele Manganelli]",Siena,Terre de Sienne Editrice,,,1999,240 p. : ill. ; 22 x 24 cm,394.269945581,Contrada dell’Aquila - Fonti archivistiche - Museo - Storia,Pubblicazione edita in occasione del rinnovo dei costumi di Piazza del 2000.
1238,CON.IST.2004.02,PUBBLICAZIONE_DI_CONTRADA,Sonetti di contrada e in vernacolo,una tradizione che vive con Luciano Fini poeta istriciaiolo : omaggio ai sigg. benemeriti protettori,Contrada Sovrana dell’Istrice,,Siena,Alsaba Grafiche,,,2004,78 p. : ill. ; 24 cm,851.91,Contrada dell’Istrice - Sonetti,
1264,CON.OND.2004.02,PUBBLICAZIONE_DI_CONTRADA,"Memorie della compagnia di San Salvatore, Contrada dell’Onda",Siena 1524-1764,"Mario Ascheri, Alberto Cornice, Emilio Ricceri, Armando Santini [a cura di] ;  Mario De Gregorio, Simonetta Losi, Bernardino Radicchi [con la collaborazione di]",,Siena,Accademia Senese degli Intronati,,Fonti di storia senese,2004,210 p. : ill. ; 24 cm,394.26945581,Contrada dell’Onda - 1524-1764,
1194,CON.OND.2004.01,PUBBLICAZIONE_DI_CONTRADA,Oratorio di San Giuseppe,le tele restaurate : Siena 2003-2004,Contrada Capitana dell'Onda,,Siena,Contrada Capitana dell'Onda,,I quaderni dell’Onda ; 0005,2004,39 p. : ill. ; 24 cm,751.6,Contrada dell’Onda - Pitture restaurate,
1186,CON.OND.1999.01,PUBBLICAZIONE_DI_CONTRADA,Libro secondo di deliberazioni,1604-1673,Contrada Capitana dell'Onda,"Simonetta Losi [a cura di] ; Alberto Cornice , Armando Santini [con la collaborazione di]",Siena,Betti Editrice s.r.l.,,I quaderni dell'Onda - 0003,1999,172 p. : ill. ; 24 cm,394.26945581,Contrada dell’Onda - Storia - Fonti - 1604-1673,
1211,CON.CHI.2013.01,PUBBLICAZIONE_DI_CONTRADA,Voci chiare che danzano,ottanta pagine di storia : 1933-2013,Sezione piccoli chiocciolini,,Siena,Industria Grafica Pistolesi,,,2013,78 p. : ill. ; 34 cm,394.26945581,Contrada della Chiocciola,Atti del convegno tenuto a Siena il 20 maggio 2016
705,CON.CHI.1963.01,PUBBLICAZIONE_DI_CONTRADA,Piccoli Chiocciolini,1933 -1963,,,Siena,,,,1963,[28] p. :  ; 33 cm,394.2694558,Contrada della Chiocciola  - Storia,
1251,CON.CHI.1999.01,PUBBLICAZIONE_DI_CONTRADA,Il Palio…un secolo…una Contrada,,Contrada della Chiocciola,,Siena,Betti Editrice,,,1999,1 v. ; 30 cm,394.26945581,Contrada della Chiocciola - Carriere,
1222,CON.CHI.1983.01,PUBBLICAZIONE_DI_CONTRADA,Costituzioni,,Contrada della Chiocciola,,Siena,Contrada della Chiocciola,,,1983,27 p. ; 24 cm,394.26945581,Contrada della Chiocciola - Statuti,Sul front.: Realizzato con il patrocinio del Comune di Siena e della Soprintendenza per i beni artistici e storici di Siena
709,CON.CHI.2003.01,PUBBLICAZIONE_DI_CONTRADA,1933 -2003 Settant'anni di noi Piccoli,,Contrada della Chiocciola,"Peccianti Duccio Nello, Rossi Patrizia",Siena,Industria Grafica Pistolesi,,,2003,44 p. :  ill. ; 30 cm,394.2694558,Contrada della Chiocciola - Storia,
1241,CON.CIV.2013.01,PUBBLICAZIONE_DI_CONTRADA,"L'epiteto ""begolardo"" e i rapporti fra Cecco e Dante",,Manuel Barbera,,Monteriggioni (SI),Contrada Priora della Civetta,,,2013,26 p. ; 18 cm,851.1,Contrada della Civetta - Cecco Angiolieri,
1182,CON.CIV.2005.01,PUBBLICAZIONE_DI_CONTRADA,"Santi, monture e vessilli",frammenti di storia di Contrada,Contrada Priora della Civetta,,Siena,Contrada Priora della Civetta,,,2005,105 p. : ill. ; 22x22 cm,394.26945581,Contrada della Civetta - Costumi - Opere d'Arte,Volume pubblicato in occasione dei restauri effettuati con il contributo della Banca Monte dei Paschi di Siena
1250,CON.CIV.2011.01,PUBBLICAZIONE_DI_CONTRADA,Palii & Premi,"restauri: antichi drappelloni, ceramiche, una ""nobile"" bandiera",Contrada Priora della Civetta,,Siena,,,,2011,212 p. : ill. ; 22x22 cm,394.26945581,Contrada della Civetta - Costumi - Opere d'arte,
693,CON.CIV.2005.01,PUBBLICAZIONE_DI_CONTRADA,"Santi, monture e vessilli",Frammenti di storia di contrada,Contrada priora della Civetta,,Siena,Edizioni Il Leccio,,,2005,105 p. : ill. ; 22 cm,,Contrada della Civetta - Csotumi - Palio - Comparse,Pubblicazione edita in occasione del restauro di materiale artistico e paliesco posseduto dalla Contrada
727,CON.CIV.1995.01,PUBBLICAZIONE_DI_CONTRADA,L'Oratorio di Sant'Antonio,,Contrada Priora della Civetta,,Siena,Contrada Priora della Civetta,,,1995,18 p. : ill. ; 21 cm,394.26945581,Contrada della Civetta - Oratorio - Sant'Antonio,"Pubblicazione a cura della Contrada Priora della Civetta in occasione dei restauri effettuati con il contributo della Banca Monte dei Paschi di Siena. Comitato storico scientifico: Alessi Cecilia, Fargnoli Narcisa, Filippone Alessandra, Fiorini Alberto. Coordinamento: Buccianti Remo. Editing: Cerpi Riccardo. Foto Di Pietro Fabio."
1258,CON.CIV.2010.01,PUBBLICAZIONE_DI_CONTRADA,Artisti per San Bernardo Tolomei,,Contrada Priora della Civetta,,Siena,Contrada Priora della Civetta,,,2010,1 v. ; 33 cm,709.2,Contrada della Civetta - San Bernardo Tolomei - Esposizioni,Pubblicazione edita in occasione del restauro di materiale artistico e paliesco posseduto dalla Contrada
1203,CON.CIV.1984.01,PUBBLICAZIONE_DI_CONTRADA,"Contrada Priora della Civetta, le sedi storiche",,Contrada Priora della Civetta,,Genova,Officina Grafica della Sagep,,,1984,143 p. : ill. ; 21 cm,945.581,Contrada della Civetta - Sedi storiche,Pubblicazione edita dalla Contrada Pirora della Civetta in occasione del 50° anniversario della Bendizione dell'Oratorio
1130,CON.CIV.1974.01,PUBBLICAZIONE_DI_CONTRADA,Statuto,,Contrada Priora della Civetta,,Siena,Contrada Priora della Civetta,,,1974,58 p. ; 16x21 cm,394.26945581,Contrada della Civetta - Statuti,
1240,2012.10,LIBRO,La contrada del Castellare,un secolo di vita della Contrada Priora dellaCivetta e della sua Società,"Alberto Fiorini, Bruna Traballesi",,Monteriggioni,Il Leccio,,,2012,340 p. : ill. ; 24 cm,945.581,Contrada della Civetta - Storia,"Supplemento a Chiesa in cammino, n°1 2012"
1116,CON.GIR.2015.02,PUBBLICAZIONE_DI_CONTRADA,5115…forte il rullo dei nostri tamburi lieve il gioco dei nostri vessilli,,,,Siena,Imperiale Contrada della Giraffa,,,2015,79 p. : ill. ; 30 cm,394.26945581,Contrada della Giraffa - Comparse - Masgalano,Ristampa dell'anno 1893 deidicata dai componenti la Contrada al Capitano odierno Nob. Sig. Angelo Perini-Brancadori
314,CON.GIR.2014.01,PUBBLICAZIONE_DI_CONTRADA,La sala delle vittorie,,Imperiale Contrada della Giraffa,Franco Semboloni,Siena,Betti Editrice,,I libretti dell'Imperiale Contrada della Giraffa ; 0002,2014,124 p. : ill. ; 21 cm,394.26945581,Contrada della Giraffa - Museo - Drappelloni,
310,CON.GIR.2013.01,PUBBLICAZIONE_DI_CONTRADA,L'Oratorio del Suffragio,,Semboloni Franco [a cura di ],,Siena,Betti Editrice,,I libretti dell'Imperiale Contrada della Giraffa ; 0001,2013,79 p. : ill. ; 21 cm,726.50945581,Contrada della Giraffa - Oratorio del Suffragio,
570,CON.GIR.1976.01,PUBBLICAZIONE_DI_CONTRADA,La Contrada della Giraffa e le sue sedi,,[a cura di Franco Semboloni],,Siena,Imperiale Contrada della Giraffa,,,1976,"85 p., 17 c. di tav. : ill. ; 24 cm",945.581,Contrada della Giraffa - Sedi storiche,
1248,CON.GIR.1972.01,PUBBLICAZIONE_DI_CONTRADA,"Società della Giraffa, 1872-1972",edizione a ricordo del 1. centenario,Imperiale Contrada della Giraffa,,Siena,Contrada della Giraffa,,,1972,1 v. : ill. ; 23x25 cm,394.26945581,Contrada della Giraffa - Società di Contrada - Storia,
1229,CON.GIR.1977.01,PUBBLICAZIONE_DI_CONTRADA,Libri dei Capitoli - Statuto,,Contrada Imperiale della Giraffa,,Siena,Contrada Imperiale della Giraffa,,,1977,23 p. ; 24 cm,394.26945581,Contrada della Giraffa - Statuti,Catalogo della Mostra omonima
1289,CON.GIR.1996.01,PUBBLICAZIONE_DI_CONTRADA,Libro de' Capitoli,,Imperiale Contrada della Giraffa,,Siena,Imperiale Contrada della Giraffa,,,1996,"53 p., [38] p. di tav. : ill. ; 21 cm",394.26945581,Contrada della Giraffa - Statuti,
